BindingDB-id,smiles,chemblid,genename,primary_uniprot,secondary_uniprot
50748722,Cc1cc(OCCCn2ccc3c(OCC(O)=O)cccc23)cc(C)c1Cl,CHEMBL4083396,,,
50748724,CC(C)(C)c1ccc(SCCCn2ccc3ccc(OCC(O)=O)cc23)cc1,CHEMBL4060541,,,
50748729,Cc1cc(OCCn2ccc3ccc(OCC(O)=O)cc23)cc(C)c1Cl,CHEMBL4071936,,,
50748731,Cc1cc(OCCCn2ccc3ccc(OCC(O)=O)cc23)cc(C)c1Cl,CHEMBL4097987,,,
50748732,Cc1cc(OCCCn2ccc3ccc(OCC(O)=O)cc23)ccc1Cl,CHEMBL4079962,,,
50748735,OC(=O)COc1ccc2ccn(CCCOc3ccc(Cl)cc3)c2c1,CHEMBL4090275,,,
50748736,Cc1cccc(OCCCn2ccc3ccc(OCC(O)=O)cc23)c1,CHEMBL4094171,,,
50748737,OC(=O)COc1ccc2ccn(CCCOc3ccccc3)c2c1,CHEMBL4069515,,,
50748739,OC(=O)COc1ccc2ccn(CCCOc3cccc4ccccc34)c2c1,CHEMBL4098490,,,
50748740,CC(C)(C)Oc1ccc(OCCCn2ccc3ccc(OCC(O)=O)cc23)cc1,CHEMBL4066811,,,
50748742,COc1ccc(OCCCn2ccc3ccc(OCC(O)=O)cc23)cc1,CHEMBL4088098,,,
50748743,NC(=O)c1cc2ccc(OCC(O)=O)cc2n1CCCOc1ccc(Oc2ccccc2)cc1,CHEMBL4095827,,,
50748744,Cc1cc(OCCCn2ccc3ccc(cc23)C(O)=O)cc(C)c1Cl,CHEMBL4098411,,,
50748745,CCOC(=O)COc1ccc2ccn(CCCOc3cc(C)c(Cl)c(C)c3)c2c1,CHEMBL4060999,,,
50748746,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,CHEMBL51483,,,
50748747,CC(C)(C)c1ccc(OCCn2ccc3ccc(OCC(O)=O)cc23)cc1,CHEMBL4098921,,,
50748748,Cc1cc(C)cc(OCCCn2ccc3ccc(OCC(O)=O)cc23)c1,CHEMBL4069226,,,
50748749,OC(=O)COc1ccc2ccn(CCCOc3ccc(Oc4ccccc4)cc3)c2c1,CHEMBL4079739,,,
50748750,NC(=O)c1cc2ccc(OCC(O)=O)cc2n1CCCOc1cccc2ccccc12,CHEMBL4077796,,,
50748751,CC(C)(C)Oc1ccc(OCCCn2c(cc3ccc(OCC(O)=O)cc23)C(N)=O)cc1,CHEMBL4085651,,,
50748752,Cc1cc(OCCCn2ccc3ccc(OCc4ccc(cc4)C(O)=O)cc23)cc(C)c1Cl,CHEMBL4073436,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748753,CC(C)(C)c1ccc(OCCCn2ccc3cc(OCc4cccc(c4)C(O)=O)ccc23)cc1,CHEMBL4070752,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748754,Cc1cc(OCCCn2ccc3c(OCc4cccc(c4)C(O)=O)cccc23)cc(C)c1Cl,CHEMBL4082302,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748755,Cc1cc(OCCCn2c(cc3ccc(OCc4ccccc4C(O)=O)cc23)C(=O)N2CCCCC2)cc(C)c1Cl,CHEMBL4071224,BCL2_HUMAN,P10415,"C9JHD5,P10416,Q13842,Q16197"
50748756,Cc1cc(OCCCn2ccc3ccc(OCc4cccc(c4)C(O)=O)cc23)cc(C)c1Cl,CHEMBL4094073,,,
50748757,CC(C)(C)c1ccc(OCCCn2c(cc3ccc(OCc4ccccc4C(O)=O)cc23)C(=O)N2CCCCC2)cc1,CHEMBL4098261,,,
50748758,CNC(=O)c1cc2ccc(OCc3ccccc3C(O)=O)cc2n1CCCOc1cc(C)c(Cl)c(C)c1,CHEMBL4094488,,,
50748759,Cc1cc(OCCCn2ccc3cc(OCc4ccc(cc4)C(O)=O)ccc23)cc(C)c1Cl,CHEMBL4090152,,,
50748760,Cc1cc(OCCCn2ccc3cc(OCc4ccccc4C(O)=O)ccc23)cc(C)c1Cl,CHEMBL4105602,,,
50748761,CC(C)c1ccc(OCC(=O)N\N=C2/C(=O)NC(=O)N=C2O)cc1,CHEMBL4082030,VM1B1_BOTAS,P83512,Q072L4
50748762,Cc1ccc(OCC(=O)N\N=C2/C(=O)NC(=O)N=C2O)cc1,CHEMBL4098534,VM1B1_BOTAS,P83512,Q072L4
50748763,CC(C)c1ccc(OCC(=O)N\N=C2/C(=O)NC(=O)N=C2O)cc1,CHEMBL4082030,VM1B1_BOTAS,P83512,Q072L4
50748764,Cc1ccc(OCC(=O)N\N=C2/C(=O)NC(=O)N=C2O)cc1,CHEMBL4098534,VM1B1_BOTAS,P83512,Q072L4
50000061,COc1ccccc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,CHEMBL16192,NK1R_HUMAN,P25103,A8K150
50000062,COc1ccccc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,CHEMBL16192,NK1R_HUMAN,P25103,A8K150
50000063,COc1ccccc1CN[C@H]1CCCN[C@H]1C(c1ccccc1)c1ccccc1,CHEMBL147543,NK1R_HUMAN,P25103,A8K150
50000064,COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,CHEMBL441225CHEMBL2114310,NK1R_HUMAN,P25103,A8K150
50000065,COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,CHEMBL441225CHEMBL2114310,NK1R_HUMAN,P25103,A8K150
50665116,COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,CHEMBL441225CHEMBL2114310,NK1R_HUMAN,P25103,A8K150
50748765,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,CHKA_HUMAN,P35790,Q8NE29
50748766,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,CHKB_HUMAN,Q9Y259,"A0PJM6,Q13388"
50748767,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,DGKB_HUMAN,Q9Y6T7,"A4D116,A4D117,A8MXU2,O75241,Q2M377,Q75MF9,Q75MU7,Q86UI5,Q86UM9,Q9UQ29"
50748768,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,DGKG_HUMAN,P49619,"B2RAH4,Q2M1H4,Q5FWG1"
50748769,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,DGKZ_HUMAN,Q13574,"B7Z2M9,B7Z6M3,E9PPW4,F6UCU9,G3V0F6,J3KNJ6,O00542,Q6ZVG7,Q8IVW9"
50748770,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50748771,Fc1cccc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4090811,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50748772,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,PK3CG_MOUSE,Q9JHG7,Q80V09
50748773,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,FKS2_YEAST,P40989,"D6VUG8,Q45U52"
50748774,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,CP1A2_HUMAN,P05177,"Q16754,Q6NWU3,Q6NWU5,Q9BXX7,Q9UK49"
50748775,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,CP2C9_HUMAN,P11712,"P11713,Q16756,Q16872,Q5VX92,Q6IRV8,Q8WW80"
50748776,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,CP2D6_HUMAN,P10635,"Q16752,Q2XND6,Q2XND7,Q2XNE0,Q6B012,Q6NXU8"
50748777,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,CP3A4_HUMAN,P08684,"P05184,Q16757,Q9UK50"
50748778,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,SPHK1_HUMAN,Q9NYA1,"Q8N632,Q96GK1,Q9HD92,Q9NY70,Q9NYL3"
50748779,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,MTOR_HUMAN,P42345,"Q4LE76,Q5TER1,Q6LE87,Q96QG3,Q9Y4I3"
50748780,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,P85B_HUMAN,O00459,"Q5EAT5,Q9UPH9"
50748781,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,PK3CG_HUMAN,P48736,"A4D0Q6,Q8IV23,Q9BZC8"
50748782,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,PI42A_HUMAN,P48426,"B0YJ66,B4DGX2,D3DRV1,P53807,Q5VUX3"
50748783,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,PI42A_HUMAN,P48426,"B0YJ66,B4DGX2,D3DRV1,P53807,Q5VUX3"
50748784,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,SPHK2_HUMAN,Q9NRA0,"A0T4C8,B4DU87,Q9BRN1,Q9H0Q2,Q9NWU7"
50748785,Fc1cccc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4090811,PK3CB_HUMAN,P42338,"D3DNF0,Q24JU2"
50748786,Fc1ccc(cc1)N1CCCC1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4062879,PK3CB_HUMAN,P42338,"D3DNF0,Q24JU2"
50748787,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CC1,CHEMBL4101005,PK3CB_HUMAN,P42338,"D3DNF0,Q24JU2"
50748788,CN1CCN(CC1)C(=O)c1cc([C@H]2CCCN2c2cc(F)cc(F)c2)c2oc(cc(=O)c2c1)N1CCOCC1,CHEMBL4082650,PK3CB_HUMAN,P42338,"D3DNF0,Q24JU2"
50748789,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,PK3CB_HUMAN,P42338,"D3DNF0,Q24JU2"
50748790,CN(C)C(=O)c1cc(C2CCCN2c2cc(F)cc(F)c2)c2oc(cc(=O)c2c1)N1CCOCC1,CHEMBL4094771,PK3CB_HUMAN,P42338,"D3DNF0,Q24JU2"
50748791,CN(C)C(=O)c1cc([C@H]2CCCN2c2cccc(F)c2)c2oc(cc(=O)c2c1)N1CCOCC1,CHEMBL4078233,PK3CB_HUMAN,P42338,"D3DNF0,Q24JU2"
50748792,CN(C)C(=O)c1cc([C@H]2CCCN2c2ccc(F)cc2)c2oc(cc(=O)c2c1)N1CCOCC1,CHEMBL4102511,PK3CB_HUMAN,P42338,"D3DNF0,Q24JU2"
50748793,CN(C)C(=O)c1cc([C@H]2CCCN2c2ccc(F)cc2)c2oc(cc(=O)c2c1)N1CCOCC1,CHEMBL4102511,PK3CA_HUMAN,P42336,"Q14CW1,Q99762"
50748794,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,PK3CA_HUMAN,P42336,"Q14CW1,Q99762"
50748795,CN(C)C(=O)c1cc([C@H]2CCCN2c2ccc(F)cc2)c2oc(cc(=O)c2c1)N1CCOCC1,CHEMBL4102511,PK3CB_HUMAN,P42338,"D3DNF0,Q24JU2"
50748796,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,PK3CB_HUMAN,P42338,"D3DNF0,Q24JU2"
50748797,Fc1cccc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4090811,PK3CB_HUMAN,P42338,"D3DNF0,Q24JU2"
50748798,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,PK3CG_HUMAN,P48736,"A4D0Q6,Q8IV23,Q9BZC8"
50748801,Fc1cccc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4090811,PK3CG_HUMAN,P48736,"A4D0Q6,Q8IV23,Q9BZC8"
50748803,CN(C)C(=O)c1cc([C@H]2CCCN2c2ccc(F)cc2)c2oc(cc(=O)c2c1)N1CCOCC1,CHEMBL4102511,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50748804,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,CP2CJ_HUMAN,P33261,"P33259,Q8WZB1,Q8WZB2,Q9UCD4"
50748805,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,PI4KB_HUMAN,Q9UBF8,"B4DGI2,O15096,P78405,Q5VWB9,Q5VWC0,Q5VWC1,Q9BWR6"
50748806,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50748807,OC1CCN(CC1)C(=O)c1cc(C2CCCN2c2cc(F)cc(F)c2)c2oc(cc(=O)c2c1)N1CCOCC1,CHEMBL4083021,PK3CB_HUMAN,P42338,"D3DNF0,Q24JU2"
50748808,CN(CCO)C(=O)c1cc(C2CCCN2c2cc(F)cc(F)c2)c2oc(cc(=O)c2c1)N1CCOCC1,CHEMBL4067312,PK3CB_HUMAN,P42338,"D3DNF0,Q24JU2"
50748809,CN(C)C(=O)c1cc(C2CCCN2c2ccccc2)c2oc(cc(=O)c2c1)N1CCOCC1,CHEMBL4086125,PK3CB_HUMAN,P42338,"D3DNF0,Q24JU2"
50748810,Fc1cccc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4090811,PK3CA_HUMAN,P42336,"Q14CW1,Q99762"
50748811,CN(C)C(=O)c1cc([C@H]2CCCN2c2ccc(F)cc2)c2oc(cc(=O)c2c1)N1CCOCC1,CHEMBL4102511,PK3CG_HUMAN,P48736,"A4D0Q6,Q8IV23,Q9BZC8"
50748812,Fc1cc(F)cc(c1)N1CCC[C@@H]1c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N1CCOCC1,CHEMBL4060768,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50748813,CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(O)=O,,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748814,CC(C)(Sc1ccncc1-c1ccc(cc1)C#N)C(O)=O,CHEMBL4059854,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748815,Cc1ccc(CC(O)=O)cc1OCc1c(C)cccc1C,CHEMBL4096685,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748816,OC(=O)C1(CCC1)Sc1ccccc1-c1ccc(cc1)C#N,CHEMBL4078376,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748817,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,CHEMBL388590,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748818,FC(F)(F)S(=O)(=O)Nc1ccnc2ccc(Br)cc12,CHEMBL4100597,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748819,Fc1ccc(cc1)S(=O)(=O)Nc1ccncc1-c1ccc(cc1)C#N,CHEMBL4095219,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748820,O=S(=O)(Nc1ccncc1-c1ccc(cc1)C#N)c1ccccc1,CHEMBL4074756,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748821,FC(F)(F)S(=O)(=O)Nc1ccncc1-c1ccc(cc1)C#N,CHEMBL4087516,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748822,COc1ccccc1-c1cnccc1NS(=O)(=O)C(F)(F)F,CHEMBL4079640,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748823,CS(=O)(=O)Nc1ccncc1-c1ccc(cc1)C#N,CHEMBL4103898,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748824,CS(=O)(=O)Nc1ccncc1-c1ccc(cc1)C(F)(F)F,CHEMBL4068847,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748825,COc1cccc(c1)-c1cnccc1NS(C)(=O)=O,CHEMBL4060192,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748826,CS(=O)(=O)Nc1ccncc1-c1ccccc1C(F)(F)F,CHEMBL4088415,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748827,O=S(=O)(Nc1ccncc1-c1ccc(C#N)c2ccccc12)c1ccc(cc1)C#N,CHEMBL4085591,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748828,Fc1ccc(cc1)S(=O)(=O)Nc1ccncc1-c1ccc(C#N)c2ccccc12,CHEMBL4086514,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748832,O=S(=O)(Nc1ccncc1-c1ccc(C#N)c2ccccc12)c1ccccc1,CHEMBL4104410,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748834,CCCS(=O)(=O)Nc1ccncc1-c1ccc(C#N)c2ccccc12,CHEMBL4066753,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748835,CCS(=O)(=O)Nc1ccncc1-c1ccc(C#N)c2ccccc12,CHEMBL4067774,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748838,FC(F)(F)S(=O)(=O)Nc1ccncc1-c1ccc(C#N)c2ccccc12,CHEMBL4088988,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748839,OC(=O)C1(CCC1)Sc1ccnc2ccc(Br)cc12,CHEMBL3746329,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748840,COc1ccc(cc1)-c1cnccc1NS(=O)(=O)C(F)(F)F,CHEMBL4066146,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748841,CS(=O)(=O)Nc1ccncc1-c1cccc(F)c1,CHEMBL4096139,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748844,COc1ccccc1-c1cnccc1NS(C)(=O)=O,CHEMBL4064028,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748846,CC(C)CS(=O)(=O)Nc1ccncc1-c1ccc(C#N)c2ccccc12,CHEMBL4094280,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748847,CS(=O)(=O)Nc1ccncc1-c1ccc(C#N)c2ccccc12,CHEMBL4078667,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50748850,CS(=O)(=O)Nc1ccnc2ccc(Br)cc12,CHEMBL4076833,S22AC_HUMAN,Q96S37,"B7WPG1,G3XAN7,Q19PF7,Q19PF8,Q19PF9,Q19PG0,Q6UXW3,Q96DT2"
50000088,CCN(CCN1CCCC1)CCc1ccc(Cl)c(Cl)c1,CHEMBL141501,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000089,CN(CCN1CCCCCC1)CCc1ccc(Cl)c(Cl)c1,CHEMBL356688,,,
50000090,C[C@@H](CN1CCCC1)N(C)CCc1ccc(Cl)c(Cl)c1,CHEMBL347514,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000091,CN(CCN1CCCCC1)CCc1ccc(Cl)c(Cl)c1,CHEMBL142700,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000092,CN(CCN1CCCC1)CCc1ccc(Cl)c(Cl)c1,CHEMBL20377,,,
50000093,CCN(CC)CCN(C)CCc1ccc(Cl)c(Cl)c1,CHEMBL143178,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000094,CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1,CHEMBL143360,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000095,CN(CCN1CCCC1)CCc1ccccc1,CHEMBL409984,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000096,Clc1ccc(CCN(CCN2CCCC2)CC=C)cc1Cl,CHEMBL422826,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000097,CN(C)CCNCCc1ccc(Cl)c(Cl)c1,CHEMBL143249,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000098,CN(CCN1CCCC1)CCc1cccc(Cl)c1,CHEMBL142596,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000099,CCCN(CCN1CCCC1)CCc1ccc(Cl)c(Cl)c1,CHEMBL141945,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000100,CN(CCN1CCCCC1)CCc1ccc(Cl)c(Cl)c1,CHEMBL142700,,,
50000101,CN(CCN1CCCC1)Cc1ccc(Cl)c(Cl)c1,CHEMBL143089,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000102,C[C@@H](CN1CCCC1)N(C)CCc1ccc(Cl)c(Cl)c1,CHEMBL347514,,,
50000103,CCCCN(CCN1CCCC1)CCc1ccc(Cl)c(Cl)c1,CHEMBL141893,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000105,CCN(CC)CCN(C)CCc1ccc(Cl)c(Cl)c1,CHEMBL143178,,,
50000106,CN(CCN1CCCC1)CCc1ccc(Cl)cc1,CHEMBL358109,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000108,CN(CCCN1CCCC1)CCc1ccc(Cl)c(Cl)c1,CHEMBL142336,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
